Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Travel_Rarely,469,Sales,10,3,Medical,1650,Male,42,2,Sales Executive,3,Single,23413,9,No,11,2,8,2,3,5,2,1,4
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1659,Male,77,1,Laboratory Technician,2,Single,10950,2,No,11,2,15,4,3,4,3,1,3
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,Female,67,2,Sales Executive,4,Married,22589,1,No,11,2,10,2,3,10,0,0,2
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,Male,54,1,Sales Representative,1,Single,21082,1,No,11,2,2,3,3,2,2,0,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1684,Male,93,1,Laboratory Technician,3,Single,20586,1,Yes,11,2,5,2,3,5,4,1,2
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1691,Female,95,1,Sales Representative,3,Married,11740,2,Yes,11,2,19,3,3,9,7,7,7
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1714,Male,58,1,Human Resources,3,Married,11585,1,No,11,2,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1716,Male,82,4,Sales Executive,3,Married,24164,7,No,11,2,25,3,1,23,5,14,10
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1719,Female,48,4,Research Director,2,Single,17119,1,No,11,2,21,2,3,21,6,8,6
47,No,Non-Travel,543,Sales,2,4,Marketing,1731,Male,87,2,Sales Executive,2,Married,3536,7,No,11,2,4,3,1,1,0,0,0
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1747,Female,66,1,Human Resources,4,Divorced,9732,6,No,11,2,6,0,2,4,2,1,2
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1751,Female,67,1,Research Scientist,4,Single,6152,1,No,11,2,6,5,2,6,2,1,4
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1754,Male,94,3,Sales Executive,1,Divorced,3088,2,No,11,2,12,2,3,7,7,1,7
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1782,Female,40,1,Laboratory Technician,3,Married,16376,1,No,11,2,5,3,3,5,4,0,4
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1786,Female,53,3,Manager,3,Married,22984,2,No,11,2,15,2,3,2,2,2,2
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1799,Male,82,1,Research Scientist,4,Married,5531,1,No,11,2,5,6,4,5,3,0,3
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1818,Female,69,1,Human Resources,2,Married,6889,0,Yes,11,2,6,3,3,5,1,1,4
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1865,Male,87,1,Human Resources,2,Married,15434,1,No,11,2,1,3,3,1,0,0,0
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1881,Male,89,2,Laboratory Technician,3,Divorced,18624,1,No,11,2,10,2,3,10,8,0,2
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1886,Female,44,2,Manufacturing Director,2,Married,25388,0,Yes,11,2,4,2,3,3,2,0,2
40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1892,Male,98,4,Manager,1,Divorced,18991,2,No,11,2,22,3,3,19,7,11,16
48,No,Travel_Frequently,117,Research & Development,22,3,Medical,1900,Female,58,4,Manager,4,Divorced,2437,3,No,11,2,24,3,3,22,17,4,7
31,No,Travel_Rarely,1079,Sales,10,2,Medical,1912,Female,86,2,Sales Executive,4,Divorced,20115,2,Yes,11,2,8,2,3,5,2,1,4
27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1931,Male,41,1,Research Scientist,2,Married,6073,1,No,11,2,6,3,2,5,3,1,2
28,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,1933,Female,84,2,Sales Executive,3,Single,23352,3,Yes,11,2,6,0,3,2,0,2,2
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1962,Female,55,2,Sales Executive,4,Married,13586,1,Yes,11,2,10,2,3,10,8,0,9
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1967,Male,63,2,Sales Executive,4,Married,21075,1,Yes,11,2,10,4,3,10,7,0,8
54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1969,Female,67,2,Research Scientist,3,Married,22474,3,No,11,2,9,6,2,4,3,2,3
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,1972,Male,88,1,Human Resources,2,Married,5224,0,Yes,11,2,7,2,3,6,2,1,2
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1974,Female,59,1,Laboratory Technician,4,Divorced,17536,1,Yes,11,2,1,4,3,1,0,0,0
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1985,Female,73,2,Laboratory Technician,3,Married,26849,1,No,11,2,10,2,4,10,9,9,4
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1997,Male,72,2,Manufacturing Director,3,Married,14284,2,No,11,2,10,1,3,8,3,7,7
35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,2003,Male,43,1,Laboratory Technician,3,Married,20232,7,Yes,11,2,5,3,3,2,2,2,2
21,No,Travel_Rarely,501,Sales,5,1,Medical,2021,Male,58,1,Sales Representative,1,Single,25479,1,Yes,11,2,2,6,3,2,2,1,2
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,2031,Male,56,5,Manager,3,Married,17312,5,No,11,2,24,2,2,22,6,4,14
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,2032,Male,72,1,Laboratory Technician,3,Married,3666,8,No,11,2,14,4,1,10,9,9,8
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,2037,Male,57,2,Sales Executive,2,Divorced,12227,2,No,11,2,14,5,3,5,4,0,4
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,2041,Female,100,2,Sales Executive,4,Married,5982,1,No,11,2,10,1,3,10,7,1,9
39,No,Travel_Rarely,722,Sales,24,1,Marketing,2056,Female,60,4,Sales Executive,4,Married,8828,0,No,11,2,21,2,2,20,9,9,6
27,No,Travel_Rarely,591,Research & Development,2,1,Medical,7,Male,40,1,Laboratory Technician,2,Married,16632,9,No,12,2,6,3,3,2,2,2,2
29,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,15,Female,49,2,Laboratory Technician,3,Single,12682,0,Yes,12,2,10,3,3,9,5,0,8
32,No,Travel_Rarely,334,Research & Development,5,2,Life Sciences,21,Male,80,1,Research Scientist,2,Divorced,15053,0,Yes,12,2,7,5,2,6,2,0,5
46,No,Travel_Rarely,705,Sales,2,4,Marketing,38,Female,83,5,Manager,1,Single,22822,3,No,12,2,22,2,2,2,2,2,1
43,No,Travel_Rarely,1273,Research & Development,2,2,Medical,46,Female,72,1,Research Scientist,3,Divorced,21923,1,No,12,2,6,3,2,5,3,1,4
35,No,Travel_Rarely,464,Research & Development,4,2,Other,53,Male,75,1,Laboratory Technician,4,Divorced,10910,1,No,12,2,1,3,3,1,0,0,0
26,Yes,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,55,Male,48,1,Laboratory Technician,3,Single,10558,1,No,12,2,1,2,2,1,0,0,1
41,Yes,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,58,Female,49,5,Research Director,3,Married,16280,1,No,12,2,23,0,3,22,15,15,8
33,No,Travel_Frequently,515,Research & Development,1,2,Life Sciences,73,Female,98,3,Research Director,4,Single,15146,1,Yes,12,2,15,1,3,15,14,8,12
50,No,Travel_Rarely,989,Research & Development,7,2,Medical,80,Female,43,5,Research Director,3,Divorced,16701,5,Yes,12,2,29,2,2,27,3,13,8
36,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,97,Female,55,1,Laboratory Technician,4,Married,22002,3,No,12,2,5,3,3,1,0,0,0
30,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,104,Male,55,2,Laboratory Technician,4,Married,15998,1,Yes,12,2,10,1,2,10,8,3,0
38,No,Non-Travel,573,Research & Development,6,3,Medical,107,Female,79,2,Research Scientist,4,Divorced,15717,7,Yes,12,2,17,3,3,13,11,1,9
30,No,Travel_Rarely,1334,Sales,4,2,Medical,121,Female,63,2,Sales Executive,2,Divorced,19760,1,Yes,12,2,11,4,2,11,8,2,7
54,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,126,Female,60,3,Research Director,3,Married,24001,9,No,12,2,16,5,1,4,3,0,3
44,No,Non-Travel,489,Research & Development,23,3,Medical,132,Male,67,2,Laboratory Technician,2,Married,25043,4,No,12,2,17,3,4,3,2,1,2
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,148,Female,30,4,Manager,4,Single,13871,2,Yes,12,2,23,3,3,5,3,4,4
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,150,Male,52,1,Laboratory Technician,3,Married,13257,0,No,12,2,6,2,3,5,3,1,2
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,152,Male,87,3,Sales Executive,4,Single,14506,2,No,12,2,12,3,3,5,3,1,3
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,153,Female,45,3,Manager,1,Single,5615,2,No,12,2,14,6,3,11,10,5,8
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,158,Male,92,4,Manager,4,Married,19494,1,Yes,12,2,25,3,4,25,12,4,12
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,165,Female,94,3,Healthcare Representative,4,Married,3465,1,No,12,2,40,3,2,40,10,15,6
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,171,Female,72,1,Research Scientist,3,Single,16090,4,No,12,2,18,2,3,3,2,1,2
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,227,Male,56,1,Research Scientist,3,Divorced,4609,4,No,12,2,13,2,3,9,8,1,8
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,228,Female,41,3,Sales Executive,4,Married,8053,2,No,12,2,12,2,3,10,9,7,4
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,238,Male,30,1,Laboratory Technician,2,Single,15062,4,No,12,2,13,3,2,8,7,7,2
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,245,Female,75,1,Laboratory Technician,4,Single,6319,1,No,12,2,2,3,3,2,2,2,1
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,267,Male,65,1,Research Scientist,1,Married,22977,1,Yes,12,2,8,3,2,8,7,1,7
45,No,Non-Travel,1052,Sales,6,3,Medical,302,Female,57,3,Sales Executive,4,Single,16840,6,No,12,2,23,2,3,19,7,12,8
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,307,Male,76,3,Sales Executive,3,Divorced,9647,0,No,12,2,17,6,2,16,10,5,13
31,No,Non-Travel,979,Research & Development,1,4,Medical,308,Male,90,2,Manufacturing Director,3,Married,4381,0,No,12,2,6,2,3,5,4,1,4
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,337,Male,73,3,Research Director,3,Divorced,13523,9,No,12,2,9,3,3,2,2,2,2
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,350,Female,62,2,Manufacturing Director,3,Married,7505,0,No,12,2,5,3,3,4,2,1,2
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,363,Female,75,4,Manager,2,Married,14977,3,Yes,12,2,28,2,2,7,7,7,7
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,369,Male,85,2,Healthcare Representative,1,Divorced,18384,1,No,12,2,6,2,3,6,3,1,5
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,376,Male,88,3,Manager,2,Married,10268,1,Yes,12,2,10,2,2,10,7,9,9
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,391,Female,42,1,Research Scientist,4,Single,15881,1,No,12,2,17,3,3,17,12,5,7
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,397,Male,30,2,Research Scientist,2,Single,26285,4,No,12,2,10,2,3,8,0,7,7
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,401,Male,48,2,Sales Executive,4,Single,8450,1,Yes,12,2,8,0,3,8,7,7,4
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,403,Male,53,1,Research Scientist,4,Married,11411,1,Yes,12,2,4,3,2,4,2,1,2
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,423,Male,86,1,Research Scientist,4,Married,10077,0,Yes,12,2,6,4,3,5,2,0,3
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,424,Male,62,2,Human Resources,1,Married,17822,3,No,12,2,9,1,3,2,2,1,0
49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,431,Female,90,4,Healthcare Representative,3,Single,17810,7,Yes,12,2,25,2,3,7,1,0,7
27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,434,Female,85,1,Research Scientist,2,Single,20938,1,Yes,12,2,4,2,2,4,3,1,2
31,No,Travel_Rarely,691,Sales,7,3,Marketing,438,Male,73,2,Sales Executive,4,Divorced,7143,4,No,12,2,13,3,3,7,7,1,7
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,450,Female,31,2,Research Scientist,3,Single,16885,3,No,12,2,20,4,2,4,3,0,3
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,465,Male,83,1,Research Scientist,4,Divorced,16092,1,No,12,2,4,2,2,4,2,0,2
30,No,Non-Travel,641,Sales,25,2,Technical Degree,475,Female,85,2,Sales Executive,3,Married,6069,7,Yes,12,2,4,2,4,2,2,2,2
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,492,Male,68,2,Sales Executive,3,Married,6110,2,Yes,12,2,8,6,3,6,4,1,0
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,507,Female,77,2,Sales Executive,3,Divorced,5915,1,Yes,12,2,5,2,4,5,2,0,3
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,515,Female,95,1,Laboratory Technician,1,Divorced,26914,1,No,12,2,18,2,2,18,7,12,17
40,No,Travel_Rarely,759,Sales,2,2,Marketing,516,Female,46,2,Sales Executive,2,Divorced,22553,7,No,12,2,8,5,3,5,4,1,3
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,364,Male,79,1,Laboratory Technician,3,Single,14935,2,No,11,3,5,5,1,0,0,0,0
29,No,Travel_Rarely,1210,Sales,2,3,Medical,366,Male,78,2,Sales Executive,2,Married,3687,2,No,19,3,10,2,3,0,0,0,0
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,518,Male,49,2,Manufacturing Director,2,Single,21123,2,Yes,12,2,18,2,2,1,0,0,1
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,524,Female,31,2,Manufacturing Director,1,Married,4156,1,No,12,2,13,5,1,13,10,3,12
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530,Male,98,1,Laboratory Technician,1,Married,16193,1,No,12,2,4,3,3,4,2,3,2
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,536,Male,79,2,Laboratory Technician,1,Divorced,13535,1,No,12,2,10,2,3,10,0,1,8
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,Male,52,1,Human Resources,4,Single,18437,1,No,12,2,1,3,4,1,0,0,0
57,No,Travel_Rarely,210,Sales,29,3,Marketing,568,Male,56,4,Manager,4,Divorced,22102,3,No,12,2,32,3,2,1,0,0,0
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579,Male,62,1,Research Scientist,3,Divorced,8416,3,No,12,2,14,3,3,7,3,5,7
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,582,Male,56,3,Manager,3,Married,24619,7,Yes,12,2,15,2,4,7,6,7,7
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586,Male,72,3,Healthcare Representative,3,Married,14295,4,Yes,12,2,10,2,3,8,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587,Male,66,3,Healthcare Representative,3,Married,22908,3,No,12,2,12,2,3,1,0,0,0
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,611,Male,34,2,Manufacturing Director,4,Divorced,22645,4,No,12,2,8,2,4,3,2,1,2
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,621,Male,74,2,Sales Executive,4,Single,19921,1,No,12,2,10,3,3,10,7,5,7
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,630,Male,78,2,Research Scientist,1,Divorced,22087,3,Yes,12,2,18,3,3,10,9,6,9
32,Yes,Non-Travel,1474,Sales,11,4,Other,631,Male,60,2,Sales Executive,3,Married,23914,8,No,12,2,6,2,3,4,2,1,2
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,635,Female,65,2,Manufacturing Director,2,Married,15701,6,No,12,2,8,2,2,6,5,4,3
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,655,Female,66,1,Research Scientist,3,Divorced,5013,0,No,12,2,6,5,2,5,3,0,3
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,671,Male,35,5,Manager,4,Married,9358,4,Yes,12,2,26,2,4,2,2,0,1
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,677,Male,39,2,Sales Executive,3,Divorced,20431,0,No,12,2,6,3,3,5,0,1,2
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,679,Female,92,2,Research Scientist,4,Married,18089,1,Yes,12,2,6,2,2,6,4,0,5
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,683,Male,42,1,Research Scientist,4,Married,7660,1,No,12,2,10,4,2,10,9,8,8
48,No,Travel_Rarely,817,Sales,2,1,Marketing,712,Male,56,2,Sales Executive,2,Married,18597,3,No,12,2,12,3,3,2,2,2,2
32,No,Travel_Rarely,929,Sales,10,3,Marketing,722,Male,55,2,Sales Executive,4,Single,21703,1,No,12,2,10,2,2,10,7,0,8
47,No,Travel_Rarely,703,Sales,14,4,Marketing,728,Male,42,2,Sales Executive,1,Single,11825,2,No,12,2,20,2,3,7,7,1,7
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,734,Male,59,5,Manager,3,Married,19562,1,No,12,2,22,3,3,22,7,2,10
47,No,Travel_Frequently,217,Sales,3,3,Medical,746,Female,49,4,Sales Executive,3,Divorced,10225,9,Yes,12,2,28,2,2,22,2,11,13
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,752,Male,57,1,Research Scientist,3,Divorced,20366,6,Yes,12,2,7,2,3,2,2,2,2
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,785,Female,77,2,Sales Executive,3,Single,10339,4,Yes,12,2,8,2,3,5,4,1,3
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,793,Female,66,2,Healthcare Representative,3,Married,25549,4,No,12,2,11,3,2,8,7,1,1
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,803,Female,75,2,Manufacturing Director,1,Single,26085,6,Yes,12,2,17,2,3,15,7,4,12
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,825,Male,31,5,Research Director,2,Single,25761,7,Yes,12,2,40,2,3,31,15,13,8
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,405,Male,54,1,Laboratory Technician,3,Single,25233,1,No,13,3,0,2,3,0,0,0,0
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,830,Female,98,2,Manufacturing Director,3,Married,19124,1,No,12,2,14,3,3,14,13,6,8
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,852,Male,50,2,Healthcare Representative,2,Single,5197,9,No,12,2,10,2,2,5,2,2,3
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,861,Male,75,1,Research Scientist,4,Divorced,2373,9,No,12,2,10,3,2,5,4,0,3
45,No,Travel_Rarely,930,Sales,9,3,Marketing,864,Male,74,3,Sales Executive,1,Divorced,19239,4,Yes,12,2,18,2,3,5,4,0,2
18,No,Travel_Rarely,812,Sales,10,3,Medical,411,Female,69,1,Sales Representative,3,Single,9724,1,No,12,3,0,2,3,0,0,0,0
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,865,Female,91,2,Research Scientist,3,Married,22162,5,No,12,2,9,3,2,5,3,1,3
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,882,Male,61,1,Laboratory Technician,4,Divorced,9148,0,No,12,2,4,2,3,3,0,0,2
25,No,Travel_Rarely,583,Sales,4,1,Marketing,885,Male,87,2,Sales Executive,1,Married,18154,1,No,12,2,5,1,4,5,2,0,3
40,No,Travel_Rarely,658,Sales,10,4,Marketing,954,Male,67,3,Sales Executive,2,Divorced,20652,2,No,12,2,11,2,2,1,0,0,0
26,No,Travel_Frequently,1283,Sales,1,3,Medical,956,Male,52,2,Sales Executive,1,Single,11148,1,No,12,2,7,2,3,7,7,0,7
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,966,Female,93,2,Manufacturing Director,1,Married,13554,1,No,12,2,8,2,4,8,7,6,3
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,972,Male,57,2,Laboratory Technician,2,Married,23163,1,No,12,2,9,5,2,9,7,0,8
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1011,Female,96,2,Manufacturing Director,1,Married,11275,1,No,12,2,4,1,3,4,3,0,3
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1015,Female,73,3,Research Director,1,Married,17802,0,Yes,12,2,9,4,2,8,7,1,7
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1018,Male,32,2,Manufacturing Director,4,Married,3334,1,No,12,2,8,2,3,8,7,1,3
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1036,Male,42,2,Sales Executive,4,Single,4981,8,Yes,12,2,19,1,3,1,0,0,0
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1040,Female,95,2,Sales Executive,3,Married,24920,0,No,12,2,19,3,3,18,7,0,13
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1046,Female,69,1,Laboratory Technician,3,Single,11135,9,No,12,2,10,2,3,8,7,7,7
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1050,Female,38,3,Sales Executive,2,Married,23537,2,No,12,2,30,2,3,15,7,6,12
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1081,Male,34,1,Research Scientist,3,Married,10332,9,Yes,12,2,18,2,4,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,Male,72,3,Healthcare Representative,1,Single,12355,1,No,12,2,10,2,2,10,7,1,9
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,Male,52,4,Manager,3,Married,15596,3,No,12,2,23,3,3,12,9,4,9
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,Male,67,1,Sales Representative,4,Married,21981,0,No,12,2,3,4,3,2,2,2,2
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160,Male,72,1,Laboratory Technician,3,Married,6233,1,No,12,2,2,5,2,2,2,2,2
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,Male,44,4,Sales Executive,1,Single,2447,0,Yes,12,2,22,2,2,21,9,13,14
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172,Male,58,1,Laboratory Technician,3,Married,16340,6,No,12,2,10,2,3,8,0,1,7
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,Female,76,1,Sales Representative,1,Divorced,14947,1,No,12,2,1,3,3,1,0,0,0
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198,Male,87,1,Laboratory Technician,3,Single,12828,1,No,12,2,2,2,2,2,2,1,2
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1216,Male,78,1,Laboratory Technician,1,Married,12449,1,No,12,2,6,2,3,6,5,3,3
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1220,Female,82,2,Sales Executive,3,Married,4905,1,No,12,2,10,3,2,10,7,0,1
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1239,Female,84,2,Sales Executive,2,Divorced,11591,7,No,12,2,7,2,4,5,1,1,3
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1251,Male,80,2,Healthcare Representative,1,Married,17089,1,Yes,12,2,6,2,2,6,5,0,1
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1257,Male,46,1,Research Scientist,2,Married,9256,1,No,12,2,12,2,2,11,10,0,7
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1263,Male,76,5,Research Director,4,Single,8733,6,No,12,2,25,3,4,1,0,0,0
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1269,Female,57,1,Research Scientist,4,Single,21221,1,Yes,12,2,1,2,3,1,0,0,1
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1281,Female,86,2,Sales Executive,1,Single,6039,0,Yes,12,2,4,3,3,3,2,0,2
